Country,Year,Beginning Stocks,Arabica Production,Robusta Production,Other Production,Production,Bean Imports,Roast & Ground Imports,Soluble Imports,Imports,Total Supply,Bean Exports,Roast & Ground Exports,Soluble Exports,Exports,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Domestic Consumption,Ending Stocks,Total Distribution
Russia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,2001,85,296,0,0,296,0,0,0,0,381,294,0,0,294,2,0,2,85,381
Saudi Arabia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,2001,30,0,79,0,79,0,0,0,0,109,74,0,0,74,5,0,5,30,109
Singapore,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,2001,24,10,22,0,32,0,0,0,0,56,3,0,0,3,30,0,30,23,56
Switzerland,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,2001,266,449,175,0,624,0,0,0,0,890,647,0,10,657,11,4,15,218,890
Thailand,2001,132,0,715,0,715,0,0,0,0,847,250,0,10,260,500,0,500,87,847
Togo,2001,65,0,112,0,112,0,0,0,0,177,114,0,0,114,1,0,1,62,177
Trinidad and Tobago,2001,0,1,15,0,16,0,0,0,0,16,0,2,0,2,14,0,14,0,16
Turkey,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,2001,131,415,2850,0,3265,0,0,0,0,3396,3150,0,0,3150,120,0,120,126,3396
Ukraine,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,2001,0,163,0,0,163,0,0,0,5327,5490,0,0,0,0,0,0,0,5490,5490
Uruguay,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,2001,407,1065,0,0,1065,20,20,0,40,1512,124,35,5,164,730,15,745,603,1512
Vietnam,2001,509,166,12667,0,12833,0,0,0,0,13342,12000,0,0,12000,500,0,500,842,13342
Yemen,2001,0,198,0,0,198,0,0,0,0,198,47,12,0,59,139,0,139,0,198
Yemen (Sanaa),2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2001,0,100,0,0,100,0,0,0,0,100,99,0,0,99,1,0,1,0,100
Zimbabwe,2001,37,121,0,0,121,0,0,0,0,158,117,0,0,117,4,0,4,37,158
Albania,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2002,0,0,0,0,0,1800,0,5,1805,1805,0,0,0,0,1800,5,1805,0,1805
Angola,2002,5,0,57,0,57,0,0,0,0,62,12,0,0,12,20,0,20,30,62
Argentina,2002,0,0,0,0,0,490,1,100,591,591,0,0,0,0,491,100,591,0,591
Armenia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,2002,0,0,0,0,0,670,40,145,855,855,0,0,0,0,710,145,855,0,855
Benin,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2002,170,149,0,0,149,0,0,0,0,319,89,0,0,89,60,0,60,170,319
Bosnia and Herzegovina,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2002,7235,41600,12000,0,53600,0,0,0,0,60835,26620,66,2710,29396,12700,800,13500,17939,60835
Burundi,2002,387,454,0,0,454,0,0,0,0,841,543,0,0,543,2,0,2,296,841
Cameroon,2002,20,88,713,0,801,0,0,0,0,821,732,0,0,732,64,5,69,20,821
Canada,2002,0,0,0,0,0,1540,570,60,2170,2170,0,0,0,0,2110,60,2170,0,2170
Central African Republic,2002,233,0,92,0,92,0,0,0,0,325,38,0,0,38,4,0,4,283,325
Chile,2002,0,0,0,0,0,210,0,0,210,210,0,0,0,0,210,0,210,0,210
China,2002,0,324,0,0,324,185,17,22,224,548,269,4,158,431,95,22,117,0,548
Colombia,2002,1393,11712,0,0,11712,0,70,0,70,13175,9808,120,550,10478,1010,250,1260,1437,13175
Congo (Brazzaville),2002,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,3
Congo (Kinshasa),2002,283,45,274,0,319,0,0,0,0,602,176,0,0,176,200,0,200,226,602
Costa Rica,2002,500,2207,0,0,2207,2,0,12,14,2721,2202,8,2,2212,297,12,309,200,2721
Cote d'Ivoire,2002,2786,0,1825,0,1825,0,0,0,0,4611,2845,4,429,3278,600,33,633,700,4611
Croatia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2002,224,239,0,0,239,0,0,0,0,463,58,0,0,58,224,0,224,181,463
Dominican Republic,2002,355,455,0,0,455,0,0,0,0,810,304,6,0,310,300,0,300,200,810
Ecuador,2002,9,410,380,0,790,130,0,0,130,929,222,1,377,600,240,60,300,29,929
Egypt,2002,0,0,0,0,0,50,0,0,50,50,0,0,0,0,50,0,50,0,50
El Salvador,2002,2,1351,0,0,1351,25,3,111,139,1492,1343,1,4,1348,31,111,142,2,1492
Equatorial Guinea,2002,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Ethiopia,2002,845,3693,0,0,3693,0,0,0,0,4538,2277,0,0,2277,1833,0,1833,428,4538
European Union,2002,12000,0,0,0,0,42490,0,260,42750,54750,0,720,0,720,39755,1825,41580,12450,54750
Gabon,2002,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
Georgia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,2002,11,0,29,0,29,0,0,0,0,40,33,0,0,33,1,0,1,6,40
Guatemala,2002,5,3775,27,0,3802,150,0,90,240,4047,3500,0,0,3500,420,90,510,37,4047
Guinea,2002,116,0,328,0,328,0,0,0,0,444,278,0,0,278,50,0,50,116,444
Guyana,2002,0,3,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,3
Haiti,2002,166,374,0,0,374,0,0,0,0,540,37,0,0,37,340,0,340,163,540
Honduras,2002,262,2496,0,0,2496,0,0,10,10,2768,2438,0,0,2438,210,10,220,110,2768
India,2002,936,2048,2540,0,4588,150,0,0,150,5674,2775,0,790,3565,890,160,1050,1059,5674
Indonesia,2002,188,550,6250,0,6800,60,10,25,95,7083,5400,46,200,5646,1266,40,1306,131,7083
Iran,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,2002,13,37,0,0,37,0,0,0,0,50,25,0,0,25,8,0,8,17,50
Japan,2002,1900,0,0,0,0,6015,75,840,6930,8830,0,0,0,0,6040,840,6880,1950,8830
Jordan,2002,0,0,0,0,0,230,0,5,235,235,0,0,0,0,230,5,235,0,235
Kazakhstan,2002,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,0,100
Kenya,2002,254,924,2,0,926,0,0,3,3,1183,853,0,0,853,20,3,23,307,1183
"Korea, South",2002,0,0,0,0,0,1290,10,0,1300,1300,0,0,0,0,1300,0,1300,0,1300
Kosovo,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,2002,0,0,537,0,537,0,0,0,0,537,233,0,0,233,304,0,304,0,537
Liberia,2002,0,0,63,0,63,0,0,0,0,63,58,0,0,58,5,0,5,0,63
Madagascar,2002,288,25,420,0,445,0,0,0,0,733,194,0,0,194,217,0,217,322,733
Malawi,2002,3,42,0,0,42,0,0,0,0,45,43,0,0,43,1,0,1,1,45
Malaysia,2002,0,0,950,0,950,300,0,0,300,1250,0,0,1160,1160,0,90,90,0,1250
Mexico,2002,0,4200,150,0,4350,175,0,0,175,4525,3050,20,450,3520,600,405,1005,0,4525
Montenegro,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2002,0,0,0,0,0,550,5,0,555,555,0,0,0,0,555,0,555,0,555
New Caledonia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2002,0,0,0,0,0,90,25,110,225,225,0,0,0,0,115,110,225,0,225
Nicaragua,2002,100,1200,0,0,1200,50,0,20,70,1370,1128,0,30,1158,150,20,170,42,1370
Nigeria,2002,34,0,50,0,50,1,3,63,67,151,10,0,0,10,40,63,103,38,151
North Macedonia,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,2002,125,0,0,0,0,610,30,70,710,835,0,0,0,0,765,70,835,0,835
Panama,2002,73,140,0,0,140,0,0,0,0,213,84,0,0,84,67,0,67,62,213
Papua New Guinea,2002,378,1031,54,0,1085,0,0,0,0,1463,1075,1,0,1076,1,1,2,385,1463
Paraguay,2002,108,26,0,0,26,0,0,0,0,134,10,0,0,10,35,0,35,89,134
Peru,2002,20,2760,0,0,2760,0,0,0,0,2780,2575,0,0,2575,60,125,185,20,2780
Philippines,2002,215,38,660,28,726,415,2,190,607,1548,3,0,0,3,90,1225,1315,230,1548
Russia,2002,0,0,0,0,0,450,75,3525,4050,4050,0,0,0,0,525,3525,4050,0,4050
Rwanda,2002,85,320,0,0,320,0,0,0,0,405,308,0,0,308,1,0,1,96,405
Saudi Arabia,2002,0,0,0,0,0,425,5,0,430,430,0,0,0,0,430,0,430,0,430
Senegal,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2002,0,0,0,0,0,740,0,15,755,755,0,0,0,0,740,15,755,0,755
Sierra Leone,2002,30,0,42,0,42,0,0,0,0,72,37,0,0,37,5,0,5,30,72
Singapore,2002,0,0,0,0,0,130,0,0,130,130,0,0,0,0,130,0,130,0,130
South Africa,2002,0,0,0,0,0,340,0,0,340,340,0,0,15,15,325,0,325,0,340
Sri Lanka,2002,23,10,24,0,34,0,0,0,0,57,5,0,0,5,30,0,30,22,57
Switzerland,2002,190,0,0,0,0,1250,0,0,1250,1440,0,60,0,60,1380,0,1380,0,1440
Taiwan,2002,0,0,0,0,0,120,20,0,140,140,0,0,0,0,140,0,140,0,140
Tanzania,2002,218,478,346,0,824,0,0,0,0,1042,810,0,10,820,11,4,15,207,1042
Thailand,2002,87,0,732,0,732,0,0,0,0,819,189,0,0,189,210,300,510,120,819
Togo,2002,62,0,68,0,68,0,0,0,0,130,78,0,0,78,2,0,2,50,130
Trinidad and Tobago,2002,0,1,15,0,16,0,0,0,0,16,0,2,0,2,14,0,14,0,16
Turkey,2002,0,0,0,0,0,180,10,0,190,190,0,0,0,0,190,0,190,0,190
Uganda,2002,126,450,2306,0,2756,0,0,0,0,2882,2680,0,0,2680,120,0,120,82,2882
Ukraine,2002,0,0,0,0,0,75,125,475,675,675,0,0,0,0,200,475,675,0,675
United Kingdom,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,2002,5490,163,0,0,163,20840,0,790,21630,27283,0,50,0,50,20343,790,21133,6100,27283
Uruguay,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,2002,603,920,0,0,920,2,1,3,6,1529,270,8,3,281,710,10,720,528,1529
Vietnam,2002,842,250,10917,0,11167,0,0,0,0,12009,11176,0,0,11176,500,0,500,333,12009
Yemen,2002,0,192,0,0,192,0,0,0,0,192,58,13,0,71,121,0,121,0,192
Yemen (Sanaa),2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2002,0,119,0,0,119,0,0,0,0,119,118,0,0,118,1,0,1,0,119
Zimbabwe,2002,37,110,0,0,110,0,0,0,0,147,106,0,0,106,4,0,4,37,147
Albania,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2003,0,0,0,0,0,1960,0,10,1970,1970,0,0,0,0,1960,10,1970,0,1970
Angola,2003,30,0,38,0,38,0,0,0,0,68,13,0,0,13,15,0,15,40,68
Argentina,2003,0,0,0,0,0,510,2,160,672,672,0,0,0,0,512,160,672,0,672
Armenia,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,2003,0,0,0,0,0,735,35,145,915,915,0,0,0,0,770,145,915,0,915
Benin,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2003,170,125,0,0,125,0,0,0,0,295,65,0,0,65,80,0,80,150,295
Bosnia and Herzegovina,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2003,17939,23600,9600,0,33200,0,0,0,0,51139,21840,50,3030,24920,13600,800,14400,11819,51139
Burundi,2003,296,338,0,0,338,0,0,0,0,634,350,0,0,350,2,0,2,282,634
Cameroon,2003,20,99,801,0,900,0,0,0,0,920,700,0,0,700,70,5,75,145,920
Canada,2003,0,0,0,0,0,1990,500,10,2500,2500,0,0,0,0,2490,10,2500,0,2500
Central African Republic,2003,283,0,25,0,25,0,0,0,0,308,25,0,0,25,25,0,25,258,308
Chile,2003,0,0,0,0,0,220,0,0,220,220,0,0,0,0,220,0,220,0,220
China,2003,0,386,0,0,386,240,18,41,299,685,256,5,268,529,115,41,156,0,685
Colombia,2003,1437,11053,0,0,11053,5,20,0,25,12515,9484,15,550,10049,1080,255,1335,1131,12515
Congo (Brazzaville),2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2003,226,55,295,0,350,0,0,0,0,576,249,0,0,249,200,0,200,127,576
Costa Rica,2003,200,2106,0,0,2106,2,0,9,11,2317,1829,9,1,1839,269,9,278,200,2317
Cote d'Ivoire,2003,700,0,2689,0,2689,0,0,0,0,3389,2376,0,246,2622,500,0,500,267,3389
Croatia,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2003,181,224,0,0,224,0,0,0,0,405,30,0,0,30,243,0,243,132,405
Dominican Republic,2003,200,351,0,0,351,0,0,0,0,551,46,0,0,46,500,0,500,5,551
Ecuador,2003,29,387,305,0,692,167,0,71,238,959,208,1,419,628,66,231,297,34,959
Egypt,2003,0,0,0,0,0,50,0,0,50,50,0,0,0,0,50,0,50,0,50
El Salvador,2003,2,1343,0,0,1343,35,1,116,152,1497,1350,1,2,1353,23,116,139,5,1497
Equatorial Guinea,2003,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2
Ethiopia,2003,428,3875,0,0,3875,0,0,0,0,4303,2200,0,0,2200,1800,0,1800,303,4303
European Union,2003,12450,0,0,0,0,41860,0,225,42085,54535,0,830,0,830,38865,1840,40705,13000,54535
Gabon,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,2003,6,0,17,0,17,0,0,0,0,23,17,0,0,17,1,0,1,5,23
Guatemala,2003,37,3644,27,0,3671,50,0,100,150,3858,3314,0,0,3314,424,100,524,20,3858
Guinea,2003,116,0,366,0,366,0,0,0,0,482,346,0,0,346,50,0,50,86,482
Guyana,2003,0,3,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,3
Haiti,2003,163,350,0,0,350,0,0,0,0,513,34,0,0,34,340,0,340,139,513
Honduras,2003,110,2968,0,0,2968,0,0,10,10,3088,2794,0,0,2794,184,10,194,100,3088
India,2003,1059,2073,2435,0,4508,172,0,0,172,5739,2985,0,840,3825,910,175,1085,829,5739
Indonesia,2003,131,650,6600,0,7250,75,16,50,141,7522,5600,58,150,5808,1551,50,1601,113,7522
Iran,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,2003,17,37,0,0,37,0,0,0,0,54,27,0,0,27,10,0,10,17,54
Japan,2003,1950,0,0,0,0,6200,80,830,7110,9060,0,0,0,0,6280,830,7110,1950,9060
Jordan,2003,0,0,0,0,0,150,0,5,155,155,0,0,0,0,150,5,155,0,155
Kazakhstan,2003,0,0,0,0,0,0,0,125,125,125,0,0,0,0,0,125,125,0,125
Kenya,2003,307,845,2,0,847,0,0,3,3,1157,884,0,0,884,20,3,23,250,1157
"Korea, South",2003,0,0,0,0,0,1310,15,0,1325,1325,0,0,0,0,1325,0,1325,0,1325
Kosovo,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,2003,0,0,464,0,464,0,0,0,0,464,267,0,0,267,197,0,197,0,464
Liberia,2003,0,0,66,0,66,0,0,0,0,66,61,0,0,61,5,0,5,0,66
Madagascar,2003,322,27,408,0,435,0,0,0,0,757,122,0,0,122,334,0,334,301,757
Malawi,2003,1,48,0,0,48,0,0,0,0,49,47,0,0,47,1,0,1,1,49
Malaysia,2003,0,0,1000,0,1000,365,0,0,365,1365,0,0,1240,1240,0,125,125,0,1365
Mexico,2003,0,4200,100,0,4300,150,14,0,164,4464,2100,20,350,2470,1083,900,1983,11,4464
Montenegro,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2003,0,0,0,0,0,500,50,0,550,550,0,0,0,0,550,0,550,0,550
New Caledonia,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2003,0,0,0,0,0,100,25,125,250,250,0,0,0,0,125,125,250,0,250
Nicaragua,2003,42,1547,0,0,1547,50,0,20,70,1659,1382,0,30,1412,203,20,223,24,1659
Nigeria,2003,38,0,36,0,36,0,0,6,6,80,1,0,0,1,40,6,46,33,80
North Macedonia,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,2003,0,0,0,0,0,600,40,70,710,710,0,0,0,0,640,70,710,0,710
Panama,2003,62,172,0,0,172,0,0,0,0,234,105,0,0,105,100,0,100,29,234
Papua New Guinea,2003,385,755,58,0,813,0,0,0,0,1198,1151,1,0,1152,25,0,25,21,1198
Paraguay,2003,89,52,0,0,52,0,0,0,0,141,38,0,0,38,35,0,35,68,141
Peru,2003,20,2870,0,0,2870,0,0,0,0,2890,2685,0,0,2685,70,130,200,5,2890
Philippines,2003,230,35,630,25,690,180,0,170,350,1270,4,0,0,4,100,1065,1165,101,1270
Russia,2003,0,0,0,0,0,390,100,3575,4065,4065,0,0,0,0,490,3575,4065,0,4065
Rwanda,2003,96,266,0,0,266,0,0,0,0,362,267,0,0,267,1,0,1,94,362
Saudi Arabia,2003,0,0,0,0,0,475,10,0,485,485,0,0,0,0,485,0,485,0,485
Senegal,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2003,0,0,0,0,0,720,0,20,740,740,0,0,0,0,720,20,740,0,740
Sierra Leone,2003,30,0,34,0,34,0,0,0,0,64,29,0,0,29,5,0,5,30,64
Singapore,2003,0,0,0,0,0,200,0,0,200,200,0,0,0,0,200,0,200,0,200
South Africa,2003,0,0,0,0,0,360,0,0,360,360,0,0,0,0,360,0,360,0,360
Sri Lanka,2003,22,10,27,0,37,0,0,0,0,59,8,0,0,8,30,0,30,21,59
Switzerland,2003,0,0,0,0,0,1090,0,0,1090,1090,0,85,0,85,1005,0,1005,0,1090
Taiwan,2003,0,0,0,0,0,160,20,0,180,180,0,0,0,0,180,0,180,0,180
Tanzania,2003,207,379,233,0,612,0,0,0,0,819,600,0,10,610,100,0,100,109,819
Thailand,2003,120,0,827,0,827,0,0,0,0,947,339,0,10,349,200,300,500,98,947
Togo,2003,50,0,144,0,144,0,0,0,0,194,152,0,0,152,2,0,2,40,194
Trinidad and Tobago,2003,0,1,15,0,16,0,0,0,0,16,0,7,0,7,9,0,9,0,16
Turkey,2003,0,0,0,0,0,210,10,0,220,220,0,0,0,0,220,0,220,0,220
Uganda,2003,82,524,2221,0,2745,0,0,0,0,2827,2520,0,0,2520,120,0,120,187,2827
Ukraine,2003,0,0,0,0,0,80,120,625,825,825,0,0,0,0,200,625,825,0,825
United Kingdom,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,2003,6100,186,0,0,186,20340,100,980,21420,27706,0,0,0,0,21106,980,22086,5620,27706
Uruguay,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,2003,528,825,0,0,825,5,2,0,7,1360,150,35,0,185,690,10,700,475,1360
Vietnam,2003,333,266,14734,0,15000,0,0,0,0,15333,14000,25,50,14075,525,25,550,708,15333
Yemen,2003,0,193,0,0,193,0,0,0,0,193,35,11,0,46,147,0,147,0,193
Yemen (Sanaa),2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2003,0,100,0,0,100,0,0,0,0,100,100,0,0,100,0,0,0,0,100
Zimbabwe,2003,37,92,0,0,92,0,0,0,0,129,88,0,0,88,4,0,4,37,129
Albania,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2004,0,0,0,0,0,1920,0,10,1930,1930,0,0,0,0,1920,10,1930,0,1930
Angola,2004,40,0,15,0,15,0,0,0,0,55,5,0,0,5,20,0,20,30,55
Argentina,2004,0,0,0,0,0,500,1,165,666,666,0,0,0,0,501,165,666,0,666
Armenia,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,2004,0,0,0,0,0,790,50,170,1010,1010,0,0,0,0,840,170,1010,0,1010
Benin,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2004,150,165,0,0,165,0,0,0,0,315,114,0,0,114,80,0,80,121,315
Bosnia and Herzegovina,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2004,11819,34300,9300,0,43600,0,0,0,0,55419,24505,45,3370,27920,14700,800,15500,11999,55419
Burundi,2004,282,337,0,0,337,0,0,0,0,619,350,0,0,350,2,0,2,267,619
Cameroon,2004,145,90,637,0,727,0,0,0,0,872,763,0,0,763,70,5,75,34,872
Canada,2004,0,0,0,0,0,2140,750,175,3065,3065,0,0,0,0,2890,175,3065,0,3065
Central African Republic,2004,258,0,20,0,20,0,0,0,0,278,20,0,0,20,25,0,25,233,278
Chile,2004,0,0,0,0,0,240,0,0,240,240,0,0,0,0,240,0,240,0,240
China,2004,0,361,0,0,361,235,21,44,300,661,175,7,257,439,178,44,222,0,661
Colombia,2004,1131,11532,0,0,11532,420,30,0,450,13113,10625,20,760,11405,970,260,1230,478,13113
Congo (Brazzaville),2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2004,127,58,202,0,260,0,0,0,0,387,127,0,0,127,200,0,200,60,387
Costa Rica,2004,200,1907,0,0,1907,2,3,8,13,2120,1542,9,1,1552,360,8,368,200,2120
Cote d'Ivoire,2004,267,0,1801,0,1801,0,0,0,0,2068,1190,0,200,1390,300,0,300,378,2068
Croatia,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2004,132,154,0,0,154,0,0,0,0,286,23,0,0,23,200,0,200,63,286
Dominican Republic,2004,5,491,0,0,491,0,0,0,0,496,36,0,0,36,460,0,460,0,496
Ecuador,2004,34,398,335,0,733,1,0,87,88,855,230,1,481,712,5,135,140,3,855
Egypt,2004,0,0,0,0,0,75,0,0,75,75,0,0,0,0,75,0,75,0,75
El Salvador,2004,5,1329,0,0,1329,28,3,95,126,1460,1250,1,2,1253,107,95,202,5,1460
Equatorial Guinea,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2004,303,4068,0,0,4068,0,0,0,0,4371,2250,0,0,2250,1825,0,1825,296,4371
European Union,2004,13000,0,0,0,0,41300,0,0,41300,54300,0,890,480,1370,37295,1825,39120,13810,54300
Gabon,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,2004,5,0,13,0,13,0,0,0,0,18,12,0,0,12,1,0,1,5,18
Guatemala,2004,20,3802,15,0,3817,0,0,110,110,3947,3451,0,0,3451,350,110,460,36,3947
Guinea,2004,86,0,316,0,316,0,0,0,0,402,325,0,0,325,50,0,50,27,402
Guyana,2004,0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,2
Haiti,2004,139,340,0,0,340,0,0,0,0,479,17,0,0,17,340,0,340,122,479
Honduras,2004,100,2575,0,0,2575,0,0,10,10,2685,2450,0,0,2450,200,10,210,25,2685
India,2004,829,1725,2870,0,4595,690,0,0,690,6114,2335,0,972,3307,985,150,1135,1672,6114
Indonesia,2004,113,950,7500,0,8450,35,0,90,125,8688,6400,0,360,6760,1540,190,1730,198,8688
Iran,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,2004,17,21,0,0,21,0,0,0,0,38,25,0,0,25,13,0,13,0,38
Japan,2004,1950,0,0,0,0,6600,85,870,7555,9505,0,0,0,0,6185,870,7055,2450,9505
Jordan,2004,0,0,0,0,0,175,0,35,210,210,0,0,0,0,175,35,210,0,210
Kazakhstan,2004,0,0,0,0,0,0,0,170,170,170,0,0,0,0,0,170,170,0,170
Kenya,2004,250,754,2,0,756,0,0,0,0,1006,670,0,0,670,50,0,50,286,1006
"Korea, South",2004,0,0,0,0,0,1390,20,0,1410,1410,0,0,0,0,1410,0,1410,0,1410
Kosovo,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,2004,0,0,385,0,385,0,0,0,0,385,235,0,0,235,150,0,150,0,385
Liberia,2004,0,0,68,0,68,0,0,0,0,68,63,0,0,63,5,0,5,0,68
Madagascar,2004,301,25,497,0,522,0,0,0,0,823,100,0,0,100,475,0,475,248,823
Malawi,2004,1,21,0,0,21,0,0,0,0,22,20,0,0,20,1,0,1,1,22
Malaysia,2004,0,0,1000,0,1000,390,0,0,390,1390,0,0,1280,1280,0,110,110,0,1390
Mexico,2004,11,3900,100,0,4000,145,28,0,173,4184,1550,0,400,1950,1000,1000,2000,234,4184
Montenegro,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2004,0,0,0,0,0,470,10,0,480,480,0,0,0,0,480,0,480,0,480
New Caledonia,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2004,0,0,0,0,0,110,20,130,260,260,0,0,0,0,130,130,260,0,260
Nicaragua,2004,24,1130,0,0,1130,60,0,20,80,1234,985,5,50,1040,170,20,190,4,1234
Nigeria,2004,33,0,35,0,35,0,0,5,5,73,1,0,0,1,40,5,45,27,73
North Macedonia,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,2004,0,0,0,0,0,650,55,80,785,785,0,0,0,0,705,80,785,0,785
Panama,2004,29,90,0,0,90,0,0,0,0,119,93,0,0,93,26,0,26,0,119
Papua New Guinea,2004,21,950,50,0,1000,0,0,0,0,1021,980,0,0,980,25,0,25,16,1021
Paraguay,2004,68,26,0,0,26,0,0,0,0,94,10,0,0,10,35,0,35,49,94
Peru,2004,5,3550,0,0,3550,0,0,0,0,3555,3306,0,0,3306,70,140,210,39,3555
Philippines,2004,101,35,640,25,700,400,0,325,725,1526,4,0,0,4,110,1275,1385,137,1526
Russia,2004,0,0,0,0,0,480,90,2000,2570,2570,0,0,0,0,570,2000,2570,0,2570
